partner_code,partner_name,city,device_id
PTR002,Gupta Networks,Delhi,GX6743
PTR002,Gupta Networks,Delhi,GX27933
PTR002,Gupta Networks,Delhi,SY233
PTR002,Gupta Networks,Delhi,SY881904
PTR002,Gupta Networks,Delhi,GX727355
PTR002,Gupta Networks,Delhi,SY467
PTR003,Patel Broadband,Bangalore,GX86685
PTR003,Patel Broadband,Bangalore,GX4365
PTR003,Patel Broadband,Bangalore,SY605
PTR003,Patel Broadband,Bangalore,GX84282
PTR003,Patel Broadband,Bangalore,GX4959
PTR003,Patel Broadband,Bangalore,SY313
PTR003,Patel Broadband,Bangalore,SY409
PTR003,Patel Broadband,Bangalore,GX76643
PTR003,Patel Broadband,Bangalore,SY917927
PTR003,Patel Broadband,Bangalore,GX294896
PTR003,Patel Broadband,Bangalore,SY35657
PTR003,Patel Broadband,Bangalore,SY986
PTR003,Patel Broadband,Bangalore,GX2828
PTR003,Patel Broadband,Bangalore,GX183620
PTR003,Patel Broadband,Bangalore,SY79237
PTR003,Patel Broadband,Bangalore,SY352
PTR003,Patel Broadband,Bangalore,SY807
PTR003,Patel Broadband,Bangalore,SY5243
PTR003,Patel Broadband,Bangalore,GX173831
PTR003,Patel Broadband,Bangalore,SY850411
PTR003,Patel Broadband,Bangalore,GX19026
PTR003,Patel Broadband,Bangalore,GX7775
PTR003,Patel Broadband,Bangalore,SY9350
PTR003,Patel Broadband,Bangalore,GX8674
PTR003,Patel Broadband,Bangalore,GX636866
PTR003,Patel Broadband,Bangalore,SY529
PTR003,Patel Broadband,Bangalore,GX38213
PTR003,Patel Broadband,Bangalore,SY8211
PTR003,Patel Broadband,Bangalore,SY17340
PTR003,Patel Broadband,Bangalore,SY515
PTR003,Patel Broadband,Bangalore,GX354
PTR003,Patel Broadband,Bangalore,GX837
PTR003,Patel Broadband,Bangalore,SY8476
PTR003,Patel Broadband,Bangalore,GX546654
PTR003,Patel Broadband,Bangalore,SY1571
PTR003,Patel Broadband,Bangalore,GX4707
PTR003,Patel Broadband,Bangalore,GX246954
PTR003,Patel Broadband,Bangalore,SY808
PTR003,Patel Broadband,Bangalore,GX1649
PTR003,Patel Broadband,Bangalore,SY697
PTR003,Patel Broadband,Bangalore,SY217
PTR003,Patel Broadband,Bangalore,GX5607
PTR003,Patel Broadband,Bangalore,SY554
PTR003,Patel Broadband,Bangalore,SY615727
PTR003,Patel Broadband,Bangalore,SY90819
PTR003,Patel Broadband,Bangalore,SY534896
PTR003,Patel Broadband,Bangalore,GX69940
PTR003,Patel Broadband,Bangalore,GX759101
PTR003,Patel Broadband,Bangalore,GX635641
PTR003,Patel Broadband,Bangalore,SY5150
PTR003,Patel Broadband,Bangalore,GX11486
PTR003,Patel Broadband,Bangalore,GX9654
PTR003,Patel Broadband,Bangalore,SY346
PTR003,Patel Broadband,Bangalore,GX633638
PTR003,Patel Broadband,Bangalore,GX58255
PTR003,Patel Broadband,Bangalore,SY7730
PTR003,Patel Broadband,Bangalore,SY446
PTR003,Patel Broadband,Bangalore,SY398796
PTR003,Patel Broadband,Bangalore,GX64159
PTR003,Patel Broadband,Bangalore,SY32231
