partner_code,partner_name,city,device_id
PTR001,Sharma Telecom,Mumbai,XP67812
PTR001,Sharma Telecom,Mumbai,CA90145
PTR001,Sharma Telecom,Mumbai,VB23478
PTR001,Sharma Telecom,Mumbai,NE56701
PTR001,Sharma Telecom,Mumbai,MR89034
PTR001,Sharma Telecom,Mumbai,QT12367
PTR001,Sharma Telecom,Mumbai,WY45690
PTR001,Sharma Telecom,Mumbai,EU78923
PTR001,Sharma Telecom,Mumbai,RI01256
PTR001,Sharma Telecom,Mumbai,TO34521
PTR001,Sharma Telecom,Mumbai,YP67843
PTR001,Sharma Telecom,Mumbai,UA90176
PTR001,Sharma Telecom,Mumbai,IB23409
PTR001,Sharma Telecom,Mumbai,OE56732
PTR001,Sharma Telecom,Mumbai,PR89065
PTR001,Sharma Telecom,Mumbai,ST12398
PTR001,Sharma Telecom,Mumbai,DY45621
PTR001,Sharma Telecom,Mumbai,FU78954
PTR001,Sharma Telecom,Mumbai,GI01287
PTR001,Sharma Telecom,Mumbai,HO34510
PTR001,Sharma Telecom,Mumbai,JP67843
PTR001,Sharma Telecom,Mumbai,KA90176
PTR001,Sharma Telecom,Mumbai,LS23409
PTR001,Sharma Telecom,Mumbai,ZE56732
PTR001,Sharma Telecom,Mumbai,XR89065
PTR001,Sharma Telecom,Mumbai,CT12398
PTR001,Sharma Telecom,Mumbai,VY45621
PTR001,Sharma Telecom,Mumbai,BU78954
PTR001,Sharma Telecom,Mumbai,NI01287
PTR001,Sharma Telecom,Mumbai,MO34510
PTR001,Sharma Telecom,Mumbai,QJ67843
PTR001,Sharma Telecom,Mumbai,WA90176
PTR001,Sharma Telecom,Mumbai,ES23409
PTR001,Sharma Telecom,Mumbai,RE56732
PTR001,Sharma Telecom,Mumbai,TR89065
PTR001,Sharma Telecom,Mumbai,YT12398
PTR001,Sharma Telecom,Mumbai,UU45621
PTR001,Sharma Telecom,Mumbai,II78954
PTR001,Sharma Telecom,Mumbai,OO01287
PTR001,Sharma Telecom,Mumbai,PP34510
PTR001,Sharma Telecom,Mumbai,AA67843
PTR002,Gupta Networks,Delhi,GX25213
PTR002,Gupta Networks,Delhi,SY66189
PTR002,Gupta Networks,Delhi,KL88432
PTR002,Gupta Networks,Delhi,BN80215
PTR002,Gupta Networks,Delhi,RT44567
PTR002,Gupta Networks,Delhi,HJ22890
PTR002,Gupta Networks,Delhi,WQ55678
PTR002,Gupta Networks,Delhi,MN77834
PTR002,Gupta Networks,Delhi,PX33156
PTR002,Gupta Networks,Delhi,DF99012
PTR002,Gupta Networks,Delhi,VL44589
PTR002,Gupta Networks,Delhi,ZC66712
PTR002,Gupta Networks,Delhi,AT88945
PTR002,Gupta Networks,Delhi,JK80123
PTR002,Gupta Networks,Delhi,QW22367
PTR002,Gupta Networks,Delhi,ER55690
PTR002,Gupta Networks,Delhi,TY88923
PTR002,Gupta Networks,Delhi,UI11256
PTR002,Gupta Networks,Delhi,OP44589
PTR002,Gupta Networks,Delhi,AS77812
PTR002,Gupta Networks,Delhi,FG80145
PTR002,Gupta Networks,Delhi,HK33478
PTR002,Gupta Networks,Delhi,LZ66701
PTR002,Gupta Networks,Delhi,XC99034
PTR002,Gupta Networks,Delhi,BV22367
PTR002,Gupta Networks,Delhi,NM55690
PTR002,Gupta Networks,Delhi,QP88923
PTR002,Gupta Networks,Delhi,WE11256
PTR002,Gupta Networks,Delhi,RY44589
PTR002,Gupta Networks,Delhi,TO77812
PTR002,Gupta Networks,Delhi,IP80145
PTR002,Gupta Networks,Delhi,AD33478
PTR002,Gupta Networks,Delhi,SF66701
PTR002,Gupta Networks,Delhi,GH99034
PTR002,Gupta Networks,Delhi,JL22367
PTR002,Gupta Networks,Delhi,ZX55690
PTR002,Gupta Networks,Delhi,CV88923
PTR002,Gupta Networks,Delhi,BN11256
PTR002,Gupta Networks,Delhi,MK44589
PTR002,Gupta Networks,Delhi,PL77812
PTR002,Gupta Networks,Delhi,QA80145
PTR002,Gupta Networks,Delhi,WS33478
PTR002,Gupta Networks,Delhi,ED66701
PTR002,Gupta Networks,Delhi,RF99034
PTR002,Gupta Networks,Delhi,TG22367
PTR002,Gupta Networks,Delhi,YH55690
PTR002,Gupta Networks,Delhi,UJ88923
PTR002,Gupta Networks,Delhi,IK11256
PTR002,Gupta Networks,Delhi,OL44589
PTR002,Gupta Networks,Delhi,PA77812
PTR002,Gupta Networks,Delhi,SB80145
