partner_code,partner_name,city,device_id
PTR001,Sharma Telecom,Mumbai,CT19358
PTR001,Sharma Telecom,Mumbai,JP93227
PTR001,Sharma Telecom,Mumbai,HK80010
PTR001,Sharma Telecom,Mumbai,UU42087
PTR001,Sharma Telecom,Mumbai,FG70589
PTR001,Sharma Telecom,Mumbai,PA45382
PTR001,Sharma Telecom,Mumbai,XR83000
PTR001,Sharma Telecom,Mumbai,RY99733
PTR001,Sharma Telecom,Mumbai,ED17331
PTR001,Sharma Telecom,Mumbai,TO14207
PTR001,Sharma Telecom,Mumbai,WS62581
PTR001,Sharma Telecom,Mumbai,JL18675
PTR001,Sharma Telecom,Mumbai,WE84341
PTR001,Sharma Telecom,Mumbai,TR51245
PTR001,Sharma Telecom,Mumbai,WE95909
PTR001,Sharma Telecom,Mumbai,QT61856
PTR001,Sharma Telecom,Mumbai,CT70142
PTR001,Sharma Telecom,Mumbai,OP44718
PTR001,Sharma Telecom,Mumbai,UI42325
PTR001,Sharma Telecom,Mumbai,OO83579
PTR001,Sharma Telecom,Mumbai,UA44438
PTR001,Sharma Telecom,Mumbai,OO86622
PTR001,Sharma Telecom,Mumbai,JY86484
PTR001,Sharma Telecom,Mumbai,FE57447
PTR001,Sharma Telecom,Mumbai,RY28131
PTR001,Sharma Telecom,Mumbai,EU74686
PTR001,Sharma Telecom,Mumbai,ZC16175
PTR001,Sharma Telecom,Mumbai,QW30033
PTR001,Sharma Telecom,Mumbai,ZE30969
PTR001,Sharma Telecom,Mumbai,QJ65333
PTR001,Sharma Telecom,Mumbai,HO18326
PTR001,Sharma Telecom,Mumbai,SB60019
PTR001,Sharma Telecom,Mumbai,HO71348
PTR001,Sharma Telecom,Mumbai,YP42953
PTR001,Sharma Telecom,Mumbai,OE11504
PTR001,Sharma Telecom,Mumbai,QJ25014
PTR001,Sharma Telecom,Mumbai,QJ80381
PTR001,Sharma Telecom,Mumbai,PP44973
PTR001,Sharma Telecom,Mumbai,BB94012
PTR001,Sharma Telecom,Mumbai,TG24621
PTR001,Sharma Telecom,Mumbai,MK66985
PTR001,Sharma Telecom,Mumbai,FG69470
PTR001,Sharma Telecom,Mumbai,GX44522
PTR001,Sharma Telecom,Mumbai,WY33416
PTR001,Sharma Telecom,Mumbai,WY23947
PTR001,Sharma Telecom,Mumbai,ZE49117
PTR001,Sharma Telecom,Mumbai,XR76540
PTR001,Sharma Telecom,Mumbai,JP36071
PTR001,Sharma Telecom,Mumbai,AS59009
PTR001,Sharma Telecom,Mumbai,AA31174
PTR001,Sharma Telecom,Mumbai,IB79514
PTR001,Sharma Telecom,Mumbai,GX88504
PTR001,Sharma Telecom,Mumbai,ED74042
PTR001,Sharma Telecom,Mumbai,KL24662
PTR001,Sharma Telecom,Mumbai,IK50306
PTR001,Sharma Telecom,Mumbai,IP17592
PTR001,Sharma Telecom,Mumbai,IP84364
PTR001,Sharma Telecom,Mumbai,VL21226
PTR002,Gupta Networks,Delhi,UU73699
PTR002,Gupta Networks,Delhi,PX79822
PTR002,Gupta Networks,Delhi,BB26483
PTR002,Gupta Networks,Delhi,TY96474
PTR002,Gupta Networks,Delhi,VB82063
PTR002,Gupta Networks,Delhi,HK44741
PTR002,Gupta Networks,Delhi,YP89507
PTR002,Gupta Networks,Delhi,JY37760
PTR002,Gupta Networks,Delhi,IB36365
PTR002,Gupta Networks,Delhi,TR50857
PTR002,Gupta Networks,Delhi,FE98039
PTR002,Gupta Networks,Delhi,VY58944
PTR002,Gupta Networks,Delhi,LI77839
PTR002,Gupta Networks,Delhi,ZO25860
PTR002,Gupta Networks,Delhi,AD39451
PTR002,Gupta Networks,Delhi,PX54313
PTR002,Gupta Networks,Delhi,KL87110
PTR002,Gupta Networks,Delhi,OE40161
PTR002,Gupta Networks,Delhi,GI38864
PTR002,Gupta Networks,Delhi,GX19305
PTR002,Gupta Networks,Delhi,RE92719
PTR002,Gupta Networks,Delhi,MN40007
PTR002,Gupta Networks,Delhi,PX14117
PTR002,Gupta Networks,Delhi,RF19287
PTR002,Gupta Networks,Delhi,EU41195
PTR002,Gupta Networks,Delhi,ZX97684
PTR002,Gupta Networks,Delhi,MR38080
PTR002,Gupta Networks,Delhi,IB27342
PTR002,Gupta Networks,Delhi,YT84847
PTR002,Gupta Networks,Delhi,DY71953
PTR002,Gupta Networks,Delhi,AD71993
PTR002,Gupta Networks,Delhi,GR34957
PTR002,Gupta Networks,Delhi,AT22704
PTR002,Gupta Networks,Delhi,BU66498
PTR002,Gupta Networks,Delhi,UJ65519
PTR002,Gupta Networks,Delhi,GR71213
PTR002,Gupta Networks,Delhi,UU17100
PTR002,Gupta Networks,Delhi,MO95649
PTR002,Gupta Networks,Delhi,CT22899
PTR002,Gupta Networks,Delhi,MN62772
PTR002,Gupta Networks,Delhi,UU54473
PTR002,Gupta Networks,Delhi,JK42591
PTR002,Gupta Networks,Delhi,BV34931
PTR002,Gupta Networks,Delhi,UA68800
PTR002,Gupta Networks,Delhi,UI65296
PTR002,Gupta Networks,Delhi,XC46509
PTR002,Gupta Networks,Delhi,CA42742
PTR002,Gupta Networks,Delhi,DF68082
PTR002,Gupta Networks,Delhi,OE22833
PTR002,Gupta Networks,Delhi,WQ95477
PTR002,Gupta Networks,Delhi,IB11934
PTR002,Gupta Networks,Delhi,ZC40982
PTR002,Gupta Networks,Delhi,HK63269
PTR002,Gupta Networks,Delhi,MR73092
PTR002,Gupta Networks,Delhi,WE62565
PTR002,Gupta Networks,Delhi,MN31579
PTR002,Gupta Networks,Delhi,PA10282
PTR002,Gupta Networks,Delhi,SB44760
PTR002,Gupta Networks,Delhi,XP47388
PTR002,Gupta Networks,Delhi,JY82845
PTR002,Gupta Networks,Delhi,BU73788
PTR002,Gupta Networks,Delhi,AS34890
PTR002,Gupta Networks,Delhi,MK38534
PTR002,Gupta Networks,Delhi,MN85914
PTR002,Gupta Networks,Delhi,II81066
PTR002,Gupta Networks,Delhi,MN51104
PTR002,Gupta Networks,Delhi,MN16572
PTR002,Gupta Networks,Delhi,FU72493
PTR002,Gupta Networks,Delhi,WY79615
PTR002,Gupta Networks,Delhi,FG17455
PTR002,Gupta Networks,Delhi,EU20500
PTR002,Gupta Networks,Delhi,XC18981
PTR002,Gupta Networks,Delhi,HO18907
PTR002,Gupta Networks,Delhi,MO40828
PTR002,Gupta Networks,Delhi,FE25713
PTR002,Gupta Networks,Delhi,ST42271
PTR002,Gupta Networks,Delhi,FU87924
PTR002,Gupta Networks,Delhi,HJ91183
PTR002,Gupta Networks,Delhi,VL64948
PTR002,Gupta Networks,Delhi,BU86503
PTR003,Singh Broadband,Uttar Pradesh,ST78522
PTR003,Singh Broadband,Uttar Pradesh,WS44179
PTR003,Singh Broadband,Uttar Pradesh,QP97782
PTR003,Singh Broadband,Uttar Pradesh,TR51180
PTR003,Singh Broadband,Uttar Pradesh,IP44814
PTR003,Singh Broadband,Uttar Pradesh,DC27154
PTR003,Singh Broadband,Uttar Pradesh,NI94607
PTR003,Singh Broadband,Uttar Pradesh,PL69929
PTR003,Singh Broadband,Uttar Pradesh,WS19508
PTR003,Singh Broadband,Uttar Pradesh,SY70068
PTR003,Singh Broadband,Uttar Pradesh,LS83792
PTR003,Singh Broadband,Uttar Pradesh,AT19602
PTR003,Singh Broadband,Uttar Pradesh,UA37938
PTR003,Singh Broadband,Uttar Pradesh,WY44760
PTR003,Singh Broadband,Uttar Pradesh,TY55745
PTR003,Singh Broadband,Uttar Pradesh,PX42018
PTR003,Singh Broadband,Uttar Pradesh,OL47353
PTR003,Singh Broadband,Uttar Pradesh,FG67433
PTR003,Singh Broadband,Uttar Pradesh,IB49651
PTR003,Singh Broadband,Uttar Pradesh,KA95717
PTR003,Singh Broadband,Uttar Pradesh,YP11025
PTR003,Singh Broadband,Uttar Pradesh,NI82692
PTR003,Singh Broadband,Uttar Pradesh,PL96951
PTR003,Singh Broadband,Uttar Pradesh,JK27601
PTR003,Singh Broadband,Uttar Pradesh,GH25129
PTR003,Singh Broadband,Uttar Pradesh,JK82512
PTR003,Singh Broadband,Uttar Pradesh,AS45697
PTR003,Singh Broadband,Uttar Pradesh,CV89276
PTR003,Singh Broadband,Uttar Pradesh,QP54942
PTR003,Singh Broadband,Uttar Pradesh,QP93130
PTR003,Singh Broadband,Uttar Pradesh,GH76244
PTR003,Singh Broadband,Uttar Pradesh,MR42914
PTR003,Singh Broadband,Uttar Pradesh,WQ22097
PTR003,Singh Broadband,Uttar Pradesh,XR65518
PTR003,Singh Broadband,Uttar Pradesh,ZX15778
PTR003,Singh Broadband,Uttar Pradesh,GX53719
PTR003,Singh Broadband,Uttar Pradesh,BB27146
PTR003,Singh Broadband,Uttar Pradesh,XR44335
PTR003,Singh Broadband,Uttar Pradesh,FG67912
PTR003,Singh Broadband,Uttar Pradesh,OE66057
PTR003,Singh Broadband,Uttar Pradesh,PR11267
PTR003,Singh Broadband,Uttar Pradesh,QW19862
PTR003,Singh Broadband,Uttar Pradesh,WA29536
PTR003,Singh Broadband,Uttar Pradesh,IB14722
PTR003,Singh Broadband,Uttar Pradesh,OL86350
PTR003,Singh Broadband,Uttar Pradesh,OE29410
PTR003,Singh Broadband,Uttar Pradesh,KU26704
PTR003,Singh Broadband,Uttar Pradesh,HJ50404
PTR003,Singh Broadband,Uttar Pradesh,IK15229
PTR003,Singh Broadband,Uttar Pradesh,UJ37535
PTR003,Singh Broadband,Uttar Pradesh,QJ42706
PTR003,Singh Broadband,Uttar Pradesh,NI23473
PTR003,Singh Broadband,Uttar Pradesh,UJ83385
PTR003,Singh Broadband,Uttar Pradesh,GR91351
PTR003,Singh Broadband,Uttar Pradesh,OO30257
PTR003,Singh Broadband,Uttar Pradesh,IP31299
PTR003,Singh Broadband,Uttar Pradesh,LZ64040
PTR003,Singh Broadband,Uttar Pradesh,BN33509
PTR003,Singh Broadband,Uttar Pradesh,II53540
PTR003,Singh Broadband,Uttar Pradesh,GR97806
PTR003,Singh Broadband,Uttar Pradesh,FG67433
PTR003,Singh Broadband,Uttar Pradesh,IB49651
PTR003,Singh Broadband,Uttar Pradesh,KA95717
PTR003,Singh Broadband,Uttar Pradesh,YP11025
PTR003,Singh Broadband,Uttar Pradesh,NI82692
PTR003,Singh Broadband,Uttar Pradesh,PL96951
PTR003,Singh Broadband,Uttar Pradesh,JK27601
PTR003,Singh Broadband,Uttar Pradesh,GH25129
PTR003,Singh Broadband,Uttar Pradesh,JK82512
PTR004,Singh Broadband, New Mumbai,AS45697
PTR004,Classic Networks, New Mumbai,CV89276
PTR004,Classic Networks, New Mumbai,QP54942
PTR004,Classic Networks, New Mumbai,QP93130
PTR004,Classic Networks, New Mumbai,GH76244
PTR004,Classic Networks, New Mumbai,MR42914
PTR004,Classic Networks, New Mumbai,WQ22097
PTR004,Classic Networks, New Mumbai,XR65518
PTR004,Classic Networks, New Mumbai,ZX15778
PTR004,Classic Networks, New Mumbai,GX53719
PTR004,Classic Networks, New Mumbai,BB27146
PTR004,Classic Networks, New Mumbai,XR44335
PTR004,Classic Networks, New Mumbai,FG67912
PTR004,Classic Networks, New Mumbai,OE66057
PTR004,Classic Networks, New Mumbai,PR11267
PTR004,Classic Networks, New Mumbai,QW19862
PTR004,Classic Networks, New Mumbai,WA29536
PTR004,Classic Networks, New Mumbai,IB14722
PTR004,Classic Networks, New Mumbai,OL86350
PTR004,Classic Networks, New Mumbai,OE29410
PTR004,Classic Networks, New Mumbai,KU26704
PTR004,Classic Networks, New Mumbai,HJ50404
PTR004,Classic Networks, New Mumbai,IK15229
PTR004,Classic Networks, New Mumbai,UJ37535
PTR004,Classic Networks, New Mumbai,QJ42706
PTR004,Classic Networks, New Mumbai,NI23473
PTR004,Classic Networks, New Mumbai,UJ83385
PTR004,Classic Networks, New Mumbai,GR91351
PTR004,Classic Networks, New Mumbai,OO30257
PTR004,Classic Networks, New Mumbai,IP31299
PTR004,Classic Networks, New Mumbai,LZ64040
PTR004,Classic Networks, New Mumbai,BN33509
PTR004,Classic Networks, New Mumbai,II53540
PTR004,Classic Networks, New Mumbai,GR97806
